관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
평창역 관광안내소,평창역사 내,강원도,평창군,"주변 관광지, 관내 숙박업소, 교통정보를 제공합니다.",인터넷 정보검색+홍보물게시,설날+추석+근로자의날+공휴일,10:00,17:00,10:00,17:00,1,N,N,N,없음,033-520-8100,강원도 평창군 용평면 평창대로 1715,강원도 평창군 용평면 재산리 1427-84,평창군,http://tour.pc.go.kr/,37.563376,128.430457,2020-11-25,4280000,강원도 평창군
수원종합관광안내소,수원역종합안내소,경기도,수원시,종합관광안내소,관광+교통 정보 안내,신정+구정+추석,09:00,18:00,09:00,18:00,3,Y,Y,N,영어+일어,031-228-4672,경기도 수원시 팔달구 덕영대로 924(매산로1가),경기도 수원시 팔달구 매산로 1가 18,수원문화재단,http://www.swcf.or.kr/,37.2656786,127.0000947,2020-08-28,3740000,경기도 수원시
화성행궁광장 관광안내소,행궁광장 안내소,경기도,수원시,간이 안내소,관광+교통 정보 안내,신정+구정+추석,09:00,18:00,09:00,18:00,2,Y,Y,N,영어+일어,031-241-2703,경기도 수원시 팔달구 정조로 825 (남창동),,수원문화재단,http://www.swcf.or.kr/,37.28188202,127.014393,2020-08-28,3740000,경기도 수원시
수원컨벤션센터 관광안내소,수원컨벤션센터 2층 안내데스크,경기도,수원시,종합관광안내소,관광+교통 정보 안내,신정+구정+추석,09:00,18:00,09:00,18:00,2,Y,N,N,영어+일어,031-228-2941,경기도 수원시 영통구 광교중앙로140,경기도 수원시 영통구 하동 855-2,수원문화재단,http://www.swcf.or.kr/,37.28586149,127.0592034,2020-08-28,3740000,경기도 수원시
팔달문 안내소,팔달문 안내소,경기도,수원시,간이 안내소(해설사),문화해설안내,신정+구정+추석,10:00,17:00,10:00,17:00,2,N,N,N,,031-228-2765,경기도 수원시 팔달구 정조로777번길 16(남창동),경기도 수원시 팔달구 남창동 148-8,수원문화재단,http://www.swcf.or.kr/,37.2775101,127.0153889,2020-08-28,3740000,경기도 수원시
연무대 안내소,연무대 안내소,경기도,수원시,간이 안내소(해설사),문화해설안내,신정+구정+추석,10:00,17:00,10:00,17:00,2,N,N,N,,031-228-2763,경기도 수원시 팔달구 창룡대로103번길 8(매향동),경기도 수원시 팔달구 매향동 3-32,수원문화재단,http://www.swcf.or.kr/,37.2878634,127.023623,2020-08-28,3740000,경기도 수원시
화서문 안내소,화서문 안내소,경기도,수원시,간이 안내소(해설사),문화해설안내,신정+구정+추석,10:00,17:00,10:00,17:00,2,N,N,N,,031-207-7985,경기도 수원시 팔달구 화서문로 19(장안동),경기도 수원시 팔달구 장안동 322-18,수원문화재단,http://www.swcf.or.kr/,37.2852343,127.010398,2020-08-28,3740000,경기도 수원시
화홍문 안내소,화홍문 안내소,경기도,수원시,간이 안내소(해설사),문화해설안내,신정+구정+추석,10:00,17:00,10:00,17:00,2,N,N,N,,031-248-3541,,경기도 수원시 팔달구 북수동 33-12,수원문화재단,http://www.swcf.or.kr/,37.287337,127.017159,2020-08-28,3740000,경기도 수원시
장안문 안내소,장안문 안내소,경기도,수원시,간이 안내소(해설사),문화해설안내,신정+구정+추석,10:00,17:00,10:00,17:00,1,N,N,N,,031-251-4514,경기도 수원시 팔달구 정조로905번길 16(장안동),경기도 수원시 팔달구 장안동 23-1,수원문화재단,http://www.swcf.or.kr/,37.2881065,127.0135236,2020-08-28,3740000,경기도 수원시
서장대 안내소,서장대 안내소,경기도,수원시,간이 안내소(해설사),문화해설안내,신정+구정+추석,10:00,17:00,10:00,17:00,2,N,N,N,,031-228-2764,,경기도 수원시 팔달구 남창동 산1-2,수원문화재단,http://www.swcf.or.kr/,37.2777204,127.0104276,2020-08-28,3740000,경기도 수원시
행궁안내소,행궁안내소,경기도,수원시,간이 안내소(해설사),문화해설안내,신정+구정+추석,10:00,17:00,10:00,17:00,2,N,N,N,,031-228-4480,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,수원문화재단,http://www.swcf.or.kr/,37.28188202,127.014393,2020-08-28,3740000,경기도 수원시
영암군 관광안내소,삼호읍,전라남도,영암군,삼호대교에 위치한 관광안내소로 방문객에 영암 및 전남 관광 정보 제공,휴대폰 충전 서비스,연중 무휴(명절 제외),10:00,18:00,10:00,18:00,2,N,Y,Y,"일본어, 중국어",061-470-2427,전라남도 영암군 삼호읍 녹색로 592,전라남도 영암군 삼호읍 나불리 552,영암군청,,34.7787701,126.452476,2020-11-18,4940000,전라남도 영암군
기찬랜드 관광안내소,영암읍,전라남도,영암군,기찬랜드내에 위한 관광안내소로 방문객에 영암 및 전남 관광 정보 제공,,연중 무휴(명절 제외),10:00,18:00,10:00,18:00,1,N,N,N,,061-470-2848,,전라남도 영암군 영암읍 회문리 94,영암군청,,,,2020-11-18,4940000,전라남도 영암군
북도면신도바다역 관광안내소,신도 매표소,인천광역시,옹진군,간이관광안내소,,비상근(문화관광해설사),09:00,18:00,09:00,18:00,1, , , ,,032-899-3413,인천광역시 옹진군 북도면 신도로 5,인천광역시 옹진군 북도면 신도리 523-49,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.51449992,126.4391774,2020-11-19,3580000,인천광역시 옹진군
옹암해수욕장 관광안내소,옹암 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(문화관광해설사),09:00,18:00,00:00,00:00,1, , , ,,032-899-3413,인천광역시 옹진군 북도면 장봉로 193,인천광역시 옹진군 북도면 장봉리 59-10,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.53014696,126.3722979,2020-11-19,3580000,인천광역시 옹진군
연평면관광안내소,조기역사관 인근,인천광역시,옹진군,간이관광안내소,,비상근(여름 피서철 운영),09:00,18:00,00:00,00:00,1, , , ,,032-899-3452,인천광역시 옹진군 연평면 연평로682번길 62,인천광역시 옹진군 연평면 연평리 산10-115,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.65465168,125.6858593,2020-11-19,3580000,인천광역시 옹진군
사곶관광 안내소,사곶 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(여름 피서철 운영),09:00,18:00,00:00,00:00,1, , , ,,032-899-3518,인천광역시 옹진군 백령면 사곶로 139,인천광역시 옹진군 백령면 진촌리 산40-41,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.9528153076,124.7217260702,2020-11-19,3580000,인천광역시 옹진군
서포리주민자치센터,서포리 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(여름 피서철 운영),09:00,18:00,00:00,00:00,1, , , ,,032-899-3713,인천광역시 옹진군 덕적면 덕적남로587번길 11,인천광역시 옹진군 덕적면 서포리 569-19,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.22265325,126.1144218,2020-11-19,3580000,인천광역시 옹진군
진리관광안내소,진리항 매표소,인천광역시,옹진군,간이관광안내소,,비상근(여름 피서철 운영),09:00,18:00,09:00,18:00,1, , , ,,032-899-3713,,인천광역시 옹진군 덕적면 진리 86,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.22727588,126.1542865,2020-11-19,3580000,인천광역시 옹진군
소야리관광안내소,소야도 선착장,인천광역시,옹진군,간이관광안내소,,비상근(여름 피서철 운영),09:00,18:00,00:00,00:00,1, , , ,,032-899-3713,인천광역시 옹진군 덕적면 소야로 2,인천광역시 옹진군 덕적면 소야리 산56,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.223998,126.1605028,2020-11-19,3580000,인천광역시 옹진군
장골 해수욕장 관광안내소,장골 해수욕장 인근,인천광역시,옹진군,일반관광안내소,,비상근(여름 피서철 운영),09:00,18:00,00:00,00:00,1, , , ,,032-899-3755,,인천광역시 옹진군 자월면 자월리 1089-1,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.25001863,126.3122582,2020-11-19,3580000,인천광역시 옹진군
십리포 관광안내소,십리포 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(여름 피서철 운영),09:00,18:00,00:00,00:00,1, , , ,,032-899-3815,인천광역시 옹진군 영흥면 영흥북로 420-26,인천광역시 옹진군 영흥면 내리 산91,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.2808773771,126.4827010332,2020-11-19,3580000,인천광역시 옹진군
드라마세트장관광안내소,내삼미동드라마세트장조성 부지,경기도,오산시,오산시 내삼미동 아스달 연대기 드라마세트장 조성에 따른방문 관광객을 위한 관광안내소 운영,관내 관광명소 및식당 안내,명절 연휴,09:00,18:00,09:00,18:00,5,N,N,N,해당없음,031-375-7609,,경기도 오산시 내삼미동 269-4,오산시,,37.17972362,127.0626429,2020-05-15,4000000,경기도 오산시
월포역,월포역 입구,경상북도,포항시,방문객 대상 포항관광지 해설 및 안내,구급약품 및 휴대폰충전기 비치,주말 비상시근무,10:00,17:00,10:00,17:00,1,Y,Y,Y,,054-270-2220,경상북도 포항시 북구 청하면 월포로 137,경상북도 포항시 북구 청하면 월포리 404-3,경상북도 포항시청,http://phtour.pohang.go.kr/phtour/tour_infor/information/,36.20410853,129.3669443,2020-10-23,5020000,경상북도 포항시
계산예가관광안내소,"이상화, 서상돈 고택",대구광역시,중구,"이상화,서상돈고택 앞 관광안내소",인터넷검색+음수+구급함,"설,추석 당일",09:00,18:00,09:00,17:30,2,Y,Y,Y,,053-661-3323,대구광역시 중구 서성로 6-1,대구광역시 중구 계산동2가 83-1,대구광역시 중구청,http://www.jung.daegu.kr/new/culture/pages/tour/page.html?mc=0011,35.8672357,128.5878192,2020-07-03,3410000,대구광역시 중구
쌈지공원관광안내소,계산성당 건너편,대구광역시,중구,계산성당건너편 3.1만세운동계단아래 관광안내소,인터넷검색+음수+구급함,"설,추석 당일",10:00,18:00,10:00,17:30,1,Y,Y,Y,,053-661-3327,대구광역시 중구 국채보상로102길 66,대구광역시 중구 동산동 251,대구광역시 중구청,http://www.jung.daegu.kr/new/culture/pages/tour/page.html?mc=0011,35.86771973,128.5867415,2020-07-03,3410000,대구광역시 중구
김광석길관광안내소,김광석다시그리기길 초입,대구광역시,중구,김광석길 관광안내소,인터넷검색+음수+구급함,"설,추석 당일",10:00,18:00,10:00,17:30,1,Y,Y,Y,,053-661-3328,,대구광역시 중구 대봉동 1-46,대구광역시 중구청,http://www.jung.daegu.kr/new/culture/pages/tour/page.html?mc=0011,35.8615893,128.6077058,2020-07-03,3410000,대구광역시 중구
대왕암공원 안내센터,대왕암공원 입구,울산광역시,동구,대왕암공원의 시설안내 정보 및 시내버스 등의 교통정보를 안내합니다.,휴대폰 충전+유모차+휠체어 대여,월요일,09:30,17:30,09:30,17:30,2,N,N,N,N,052-209-3733,울산광역시 동구 등대로 95,울산광역시 동구 일산동 905,울산광역시 동구청,donggu.ulsan.kr,35.49041849,129.435245,2020-10-26,3710000,울산광역시 동구
화진포 관광안내소,화진포 관광안내소,강원도,고성군,화진포에 위치한 곳으로 고성을 찾아오는 관광객에게 고성관광에 대한 정보를 제공하는 곳,,없음,09:00,19:00,09:00,17:30,2,Y,Y,Y,영어+일본어+중국어,033-680-3677,강원도 고성군 거진읍 화진포길 280,강원도 고성군 거진읍 화포리 607,고성군청,,38.4725051545,128.4430601817,2020-10-23,4340000,강원도 고성군
통일안보공원 관광안내소,통일안보공원 관광안내소,강원도,고성군,통일안보공원에 위치한 곳으로 고성을 찾아오는 관광객에게 고성관광에 대한 정보를 제공하는 곳,,없음,09:00,19:00,09:00,17:30,1,N,N,Y,중국어,033-681-8378,강원도 고성군 현내면 금강산로 481,강원도 고성군 현내면 마차진리 188,고성군청,,38.5143860898,128.4167029557,2020-10-23,4340000,강원도 고성군
북촌마을안내소,정독도서관 서울교육박물관 앞,서울특별시,종로구,방문객에게 마을 정보를 제공하고 공익목적의 전시 개최,서가 운영+와이파이 및 인터넷 검색 가능,"설, 추석 당일",09:00,18:00,09:00,18:00,3,Y,Y,Y,,02-2148-4161,서울특별시 종로구 북촌로5길 48,서울특별시 종로구 화동 2,서울특별시 종로구청,,37.58126437,126.9838695,2020-07-10,3000000,서울특별시 종로구
감천문화마을 안내센터,감천문화마을 감정초등학교 앞,부산광역시,사하구,"감천문화마을 소개, 마을지도 판매, 홍보책자 배부 등",관광해설사 근무+물품보관,연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,051-204-1444,부산광역시 사하구 감내2로 203,부산광역시 사하구 감천동 1-14,감천문화마을 주민협의회,https://www.gamcheon.or.kr/,35.09748815,129.0106077,2020-10-26,3340000,부산광역시 사하구
마포관광정보센터,서울특별시 마포구 서교동 348-1외 1필지(여행자 편의시설),서울특별시,마포구,마포관광정보센터 및 차량이동관광안내소(홍카) 운영을 통해 고품질 관광안내서비스를 제공하여 관광객들의 편의 증진 및 관광도시 마포 구현,"관광객 휴식공간 마련, 인터넷 검색대 제공, 휴대폰 급속충전, 와이파이존 구축 및 차량이동관광안내소(홍카) 운영",명절당일 휴무,11:00,20:00,11:00,20:00,2,Y,Y,Y,"영어,중국어,일본어",02-334-7878,,서울특별시 마포구 서교동 348-1,마포구 관광과 (수탁업체:㈜프리미엄패스인터내셔널),culture.mapo.go.kr,37.5565076249,126.9260165138,2020-05-21,3130000,서울특별시 마포구
구미역관광안내소,구미역광장,경상북도,구미시,구미시의 관광정보를 제공합니다.,,없음,10:00,17:00,10:00,17:00,1,N,N,N,N,054-480-2663,,경상북도 구미시 원평동 123-45,경상북도 구미시,,36.1288532,128.3304247,2020-10-22,5080000,경상북도 구미시
고군산탐방지원센터 관광탐방안내소,선유2구,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,없음,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,063-465-5186,전라북도 군산시 옥도면 선유북길127 (선유도리),,전라북도 군산시청,http://tour.gunsan.go.kr,35.8142307021,126.4095709894,2020-10-16,4670000,전라북도 군산시
군산역관광안내소,군산역내입구옆,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,없음,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,070-7743-9205,전라북도 군산시 내흥2길 197,,전라북도 군산시청,http://tour.gunsan.go.kr,35.99808734,126.7593859,2020-10-16,4670000,전라북도 군산시
시간여행마을안내소,진포해양공원 주차장,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,없음,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,063-446-5114,전라북도 군산시 내항2길32 (장미동),,전라북도 군산시청,http://tour.gunsan.go.kr,35.989304,126.7174503,2020-10-16,4670000,전라북도 군산시
군산관광안내소,군산톨게이트왼편,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,인쇄+팩스,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,063-453-4986,전라북도 군산시 성산면 구암로547 (도암리),,전라북도 군산시청,http://tour.gunsan.go.kr,36.002243,126.789182,2020-10-16,4670000,전라북도 군산시
군산시간여행관광안내소,구)시청 광장 내,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,물품보관함,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,063-446-5114,전라북도 군산시 중앙로178 (중앙로1가),,전라북도 군산시청,http://tour.gunsan.go.kr,35.98772627,126.711725,2020-10-16,4670000,전라북도 군산시
장자도관광안내소,장자교차로 옆,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,없음,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,063-465-5186,전라북도 군산시 옥도면 장자도1길 10 (장자도리),,전라북도 군산시청,http://tour.gunsan.go.kr,35.81003578,126.3951093,2020-10-16,4670000,전라북도 군산시
동국사 관광안내소,동국사 입구,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,없음,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,063-462-5366,전라북도 군산시 동국사길 16,,전라북도 군산시청,http://tour.gunsan.go.kr,35.9825001628,126.7075393,2020-10-16,4670000,전라북도 군산시
경암철길마을 관광안내소,군산이마트 도로 맞은편,전라북도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,물품보관함,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,없음,063-446-5114,,전라북도 군산시 경암동 528-7,전라북도 군산시청,http://tour.gunsan.go.kr,35.98130625,126.7369897,2020-10-16,4670000,전라북도 군산시
무안군 관광안내소,무안군 관광안내소,전라남도,무안군,"문화관광해설사가 상주하고 있으며, 해설사의 친절한 관광지 설명을 들을 수 있습니다.",주변 편의점,연중무휴,10:00,17:00,10:00,17:00,23,Y,Y,Y,영+일+중,061-454-5224,전라남도 무안군 무안읍 무안로 494,전라남도 무안군 무안읍 성남리 276-8,무안군,x,34.98741313,126.4783762,2020-10-19,4950000,전라남도 무안군
경인아라뱃길 정서진 관광안내소,인천광역시 서구 정서진1로 41,인천광역시,서구,,,"설날 당일, 추석 당일은 휴관",09:00,18:00,09:00,18:00,,Y,Y,Y,,032-561-1339,인천광역시 서구 정서진1로 41,,아라뱃길 통합운영센터,,37.55842189,126.6074636869,2020-05-27,3560000,인천광역시 서구
장경리 관광안내소,장경리 해수욕장,인천광역시,옹진군,간이관광안내소(조립식),,비상근(여름 피서철 운영),09:00,18:00,00:00,00:00,1, , , ,,032-899-3815,인천광역시 옹진군 영흥면 영흥로757번길 6,인천광역시 옹진군 영흥면 내리 1626-48,옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.27267227,126.449951,2020-11-19,3580000,인천광역시 옹진군
장릉종합관광안내소,장릉 입구,강원도,영월군,영월군 관광객을 대상으로 안내서비스를 제공합니다,,연중무휴,09:00,18:00,09:00,18:00,3,N,N,N,,033-374-4215,강원도 영월군 영월읍 단종로 190,강원도 영월군 영월읍 영흥리 1087,강원도 영월군청,www.ywtour.com,37.1968185613,128.4528928334,2020-01-01,4270000,강원도 영월군
고씨굴관광안내소,고씨굴 입구,강원도,영월군,영월군 관광객을 대상으로 안내서비스를 제공합니다,,연중무휴,09:00,18:00,09:00,18:00,,N,N,N,,033-372-6870,강원도 영월군 영월읍 김삿갓면 영월동로 1111,,강원도 영월군청,,37.130865,128.535649,2020-01-01,4270000,강원도 영월군
청령포관광안내소,강원도 영월군 영월읍 청령포로 133,강원도,영월군,영월군 관광객을 대상으로 안내서비스를 제공합니다,,연중무휴,09:00,18:00,09:00,18:00,2,N,N,N,,033-374-1317,강원도 영월군 영월읍 청령포로 133,강원도 영월군 영월읍 방절리 241-1,강원도 영월군청,www.ywtour.com,37.1774460906,128.4477685098,2020-01-01,4270000,강원도 영월군
해인사관광안내소,경남 합천군 가야면 해인사길 122,경상남도,합천군,해인사에 위치한 해인사 관광안내소입니다.,,연중무휴,10:00,17:00,10:00,16:00,2, , , ,없음,055-931-8413,경상남도 합천군 가야면 해인사길 122,경상남도 합천군 가야면 치인리 10,합천군청,,35.8016571,128.098144,2020-11-30,5480000,경상남도 합천군
대장경테마파크관광안내소,경남 합천군 가야면 가야산로 1160,경상남도,합천군,대장경테마파크에 위치한 관광안내소입니다.,,연중무휴,10:00,17:00,10:00,16:00,2, , , ,없음,055-931-5494,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 야천리 943,합천군청,,35.7674978,128.136536,2020-11-30,5480000,경상남도 합천군
영상테마파크,경남 합천군 용주면 합천호수로 757,경상남도,합천군,영상테마파크에 위치한 관광안내소입니다.,,연중무휴,10:00,17:00,10:00,16:00,2, , , ,없음,055-930-3770,경상남도 합천군 용주면 합천호수로 757,경상남도 합천군 용주면 가호리 418,합천군청,,35.5484071,128.072898,2020-11-30,5480000,경상남도 합천군
합천박물관 관광안내소,경남 합천군 쌍책면 황강옥전로 1558,경상남도,합천군,합천박물관에 위치한 관광안내소입니다.,,연중무휴,10:00,17:00,10:00,16:00,2, , , ,없음,055-930-4888,경상남도 합천군 쌍책면 황강옥전로 1558,경상남도 합천군 쌍책면 성산리 504,합천군청,,35.5804227,128.282942,2020-11-30,5480000,경상남도 합천군
광안리관광안내소,광안리관광안내소,부산광역시,수영구,"수영구 관광지 및 음식점 소개, 주변 위치 안내",관광안내지도,연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,N,"영어, 일본어",051-610-4848,부산광역시 수영구 광안해변로 219,부산광역시 수영구 광안동 192-20,부산광역시 수영구청,www.suyeong.go.kr,35.15377436,129.1185215,2020-11-30,3380000,부산광역시 수영구
노포동관광안내소,부산광역시 금정구 노포동 133 노포동종합터미널 2층,부산광역시,금정구,"일반안내소 형태로 부스형 안내소이면서 고정 설치형 안내소, 교통 거점형","부산관광 지도 및 가이드북+터미널 내 공공 wifi 이용가능+멀티미디어 스크린,프린터/복사기",연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,051-502-7399,부산광역시 금정구 중앙대로 2238,부산광역시 금정구 노포동 133,부산관광협회,http://tour.busan.go.kr/board/view.busan?boardId=TOUR_GUIDE&menuCd=DOM_000000108003000000&startPage=1&dataSid=950,35.28468657,129.0954812,2020-10-23,3350000,부산광역시 금정구
하회마을 종합안내소,하회마을,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,12,Y,Y,Y,,054-840-3803,경상북도 안동시 풍천면 하회종가길 2-1,경상북도 안동시 풍천면 하회리 844-3,경상북도 안동시청,tourandong.com,36.54075078,128.5227987,2020-11-25,5070000,경상북도 안동시
도산서원 종합안내소,도산서원,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,7,Y,N,N,,054-840-6599,경상북도 안동시 도산면 도산서원길 154,경상북도 안동시 도산면 토계리 679-2,경상북도 안동시청,tourandong.com,36.72789369,128.840345,2020-11-25,5070000,경상북도 안동시
병산서원 종합안내소,병산서원,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,N,N,N,,054-858-5929,,경상북도 안동시 풍천면 병산리 15-15,경상북도 안동시청,tourandong.com,36.54030272,128.5527874,2020-11-25,5070000,경상북도 안동시
봉정사 종합안내소,봉정사,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,Y,N,N,,054-857-9780,경상북도 안동시 서후면 봉정사길 222,경상북도 안동시 서후면 태장리 901,경상북도 안동시청,tourandong.com,36.65551904,128.6595785,2020-11-25,5070000,경상북도 안동시
월영교 종합안내소,월영교,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,N,N,N,,054-857-9783,경상북도 안동시 석주로 203,경상북도 안동시 상아동 513-1,경상북도 안동시청,tourandong.com,36.57770193,128.7581423,2020-11-25,5070000,경상북도 안동시
임청각 종합안내소,임청각,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,N,N,N,,054-857-9781,경상북도 안동시 임청각길 63,경상북도 안동시 법흥동 20-3,경상북도 안동시청,tourandong.com,36.56511228,128.744649,2020-11-25,5070000,경상북도 안동시
민속박물관 종합안내소,안동시립민속박물관,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,3,N,N,N,,054-840-3767,경상북도 안동시 민속촌길 13,경상북도 안동시 성곡동 784-1,경상북도 안동시청,tourandong.com,36.5760672998,128.7644396332,2020-11-25,5070000,경상북도 안동시
제비원석불 종합안내소,제비원석불,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,N,N,N,,000-000-0000,경상북도 안동시 제비원로 672,경상북도 안동시 이천동 708-3,경상북도 안동시청,tourandong.com,36.60626702,128.706136,2020-11-25,5070000,경상북도 안동시
태사묘 종합안내소,태사묘,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,N,Y,N,,000-000-0000,경상북도 안동시 태사길 13,경상북도 안동시 북문동 23,경상북도 안동시청,tourandong.com,36.56672742,128.731805,2020-11-25,5070000,경상북도 안동시
버스터미널 종합안내소,버스터미널,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,3,Y,N,N,,000-000-0000,경상북도 안동시 경동로 130,경상북도 안동시 송현동 713-6,경상북도 안동시청,tourandong.com,36.57489088,128.6765964,2020-11-25,5070000,경상북도 안동시
선비순례길 종합안내소,선비순례길,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,연중무휴,10:00,17:00,10:00,17:00,4,N,N,N,,054-843-0010,경상북도 안동시 도산면 선성중앙길 24,경상북도 안동시 도산면 서부리 174-105,경상북도 안동시청,tourandong.com,36.6979928287,128.8112719158,2020-11-25,5070000,경상북도 안동시
진도타워안내소,전라남도 진도군 군내면 녹진리 진도타워 정문,전라남도,진도군,진도타워 입장 가격정보 등 안내,특산물 판매,매주월요일,09:00,18:00,09:00,18:00,1,Y,Y,Y,Jindo Tower Center,061-542-0990,전라남도 진도군 군내면 만금길 112-41,전라남도 진도군 군내면 녹진리 산 2-80,전라남도 진도군청,-,34.56602647,126.3024816,2020-11-26,5000000,전라남도 진도군
운림산방안내소,전라남도 진도군 의신면 사천리 운림산방 입구,전라남도,진도군,운림산방 입장 가격정보와 시설 정보 안내,전시관,매주월요일,09:00,18:00,09:00,18:00,1,Y,Y,Y,Ullimsanbang Tour Center,061-540-6286,전라남도 진도군 의신면 운림산방로 315,전라남도 진도군 의신면 사천리 61,전라남도 진도군청,-,34.46699277,126.3083838,2020-11-26,5000000,전라남도 진도군
김대중컨벤션센터 관광안내소,김대중컨벤션센터(1층),광주광역시,서구,각종 행사에 참석하는 내외국인에게 광주의 관광안내 및 관광정보를 제공하고 있다.,N,연중무휴,09:00,18:00,09:00,18:00,1,Y,Y,Y,"영어, 일본어, 중국어",062-233-6400,광주광역시 서구 상무누리로30,광주광역시 서구 유촌동 874-2,광주광역시관광협회,www.gjtravel.or.kr,35.14677832,126.8404827,2020-11-16,B551900,김대중컨벤션센터
김포함상공원 관광안내소,김포함상공원,경기도,김포시,김포함상공원 내에 위치한 김포시 유일의 관광안내소임,,연중무휴,10:00,18:00,10:00,18:00,2,N,N,N,,031-998-6145,경기도 김포시 대곶면 대명항1로 110-36,경기도 김포시 대곶면 대명리 551-1,김포시시설관리공단,,37.6406387,126.539261,2020-11-13,4090000,경기도 김포시
새만금관광안내소,새만금홍보관 내,전라북도,부안군,새만금방조제 부안 시점부지 새만금홍보관 내에 위치,,설날 추석 매주월요일 국경일이 휴일이면 다음날 휴일,09:00,17:00,09:00,17:00,2,N,N,Y,중국어,063-581-6292,전라북도 부안군 변산면 새만금로 6,전라북도 부안군 변산면 대항리 141,부안군청 문화관광과,,35.6967691127,126.5592369269,2020-11-23,4790000,전라북도 부안군
동구 스마트관광안내플랫폼,부산역 광장,부산광역시,동구,"관광정보 제공 및 맞춤형 관광상품 큐레이션, 실시간 관광상품 티켓판매 및 예약서비스, 통역서비스 등",없음,연중무휴,09:00,20:00,09:00,20:00,2,Y,Y,Y,,051-711-6566,"부산광역시 동구 중앙대로 206, 부산역 광장",부산광역시 동구 초량동 1187-1,부산 동구,,35.1176051265,129.0450602163,2020-05-25,3270000,부산광역시 동구
