시군구명,업소명,업종명,소재지도로명주소,연락처,객실수
고성군,아름다운민박,민박,강원도 고성군 토성면 용원로 36,,2
고성군,아름다운집민박,민박,강원도 고성군 간성읍 소똥령마을길 143,,1
고성군,꽃집민박,민박,강원도 고성군 죽왕면 심층수길 51-2,,6
고성군,까망민박,민박,강원도 고성군 죽왕면 자작도선사길 108,,2
고성군,빌라드아야,민박,강원도 고성군 토성면 아야진해변길 25,,4
고성군,산마루,민박,"강원도 고성군 토성면 고성대로 332, A동",,3
고성군,머루다래민박,민박,강원도 고성군 죽왕면 오호2길 7,,4
고성군,예진민박,민박,강원도 고성군 토성면 천진해변길 35-1,,6
고성군,안녕바다,민박,강원도 고성군 죽왕면 천학정길 65-1,,1
고성군,상수민박,민박,강원도 고성군 죽왕면 오호4길9,,2
고성군,삼포민박,민박,강원도 고성군 죽왕면 삼포민박촌1길8-7,,3
인제군,아웃도어패밀리,민박,강원도 인제군 인제읍 내린천로 6215,,7
인제군,자연과미래,민박,강원도 인제군 인제읍 고사리길 99,,6
인제군,이재성민박,민박,강원도 인제군 인제읍 내린천로 6214,,2
인제군,풍경소리,민박,강원도 인제군 인제읍 고사리길 41,,2
인제군,다래민박,민박,강원도 인제군 인제읍 내린천로 6184,,3
인제군,정구네민박,민박,강원도 인제군 인제읍 덕산로 4-1,,7
인제군,감자네민박,민박,강원도 인제군 인제읍 덕산로 84,,4
인제군,강씨민박,민박,강원도 인제군 인제읍 덕산로 2,,5
인제군,합강민박,민박,강원도 인제군 인제읍 덕산로 4,,7
인제군,용소민박,민박,강원도 인제군 인제읍 조리미길 109,,4
인제군,서호민박,민박,강원도 인제군 기린면 서호길 187,,7
인제군,물보라민박,민박,강원도 인제군 기린면 조침령로 214,,5
인제군,쇠나드리쉼터,민박,강원도 인제군 기린면 조침령로 2240,,2
인제군,하늘아래첫동네3,민박,강원도 인제군 기린면 꿩밭길 326,,6
인제군,하늘아래첫동네1,민박,강원도 인제군 기린면 꿩밭길 324,,2
인제군,차문학,민박,강원도 인제군 기린면 조침령로 1418-6,,2
인제군,진동산막,민박,강원도 인제군 기린면 조침령로 1329,,5
인제군,진동계곡산장3,민박,강원도 인제군 기린면 꿩밭길 203-26,,3
인제군,쌍둥이황토민박2,민박,강원도 인제군 기린면 내린천로 4423,,2
인제군,쌍둥이민박,민박,강원도 인제군 기린면 내린천로 4417,,3
인제군,싸리골민박,민박,강원도 인제군 기린면 내린천로 4928,,5
인제군,88민박,민박,강원도 인제군 기린면 내린천로 4926,,3
인제군,수정민박,민박,강원도 인제군 기린면 상하답로 181-25,,4
인제군,반딧불민박,민박,강원도 인제군 기린면 내린천로 4415,,6
인제군,다리목민박,민박,강원도 인제군 기린면 내린천로 4608,,5
인제군,내린천송이민박,민박,강원도 인제군 기린면 내린천로 4882-19,,3
인제군,진동계곡산장2,민박,강원도 인제군 기린면 꿩밭길 203-12,,6
인제군,진동계곡산장1,민박,강원도 인제군 기린면 꿩밭길 203-18,,5
인제군,인진쑥농장,민박,강원도 인제군 기린면 조침령로 1408,,4
인제군,연가리맑은터,민박,강원도 인제군 기린면 조침령로 1436-90,,4
인제군,연가리,민박,강원도 인제군 기린면 조침령로 1436-8,,4
인제군,내린천민박,민박,강원도 인제군 기린면 내린천로 4836,,5
인제군,방태산솔마루,민박,강원도 인제군 기린면 방태산길 122-6,,7
인제군,하늘빛민박,민박,강원도 인제군 기린면 방태산길 132,,4
인제군,종점민박,민박,강원도 인제군 기린면 방태산길 135,,4
인제군,약수민박,민박,강원도 인제군 기린면 방동약수로 30,,4
인제군,마당바위쉼터,민박,강원도 인제군 기린면 방태산길 228,,7
인제군,시애틀,민박,강원도 인제군 기린면 방태산길 182-7,,6
고성군,편백하우스,민박,강원도 고성군 간성읍 진부령로 1149,,2
고성군,민정민박,민박,강원도 고성군 죽왕면 자작도선사1길8-5,,2
고성군,바다생각민박,민박,강원도 고성군 죽왕면 자작도선사길64,,3
고성군,코난민박,민박,강원도 고성군 죽왕면 자작도선사1길11-1,,6
고성군,바닷가꽃포전민박,민박,강원도 고성군 거진읍 포남길53,,2
고성군,보배성Ⅰ,민박,강원도 고성군 거진읍 거탄진로178,,1
고성군,보배성Ⅱ,민박,강원도 고성군 거진읍 거탄진로178,,1
고성군,쉼 민박,민박,강원도 고성군 죽왕면 가진길27-15,,2
고성군,솔밭팬션,민박,강원도 고성군 죽왕면 가향길2,,2
고성군,로미엣,민박,강원도 고성군 토성면 토성로 136-1,,5
고성군,일출민박,민박,강원도 고성군 죽왕면 공현진해변길 101,,4
고성군,리즈팰리스,민박,강원도 고성군 토성면 천금길 96-1,,6
고성군,송지호바다민박,민박,강원도 고성군 죽왕면 심층수길 40-8,,3
강릉시,달빛 머무는 펜션,민박,강원도 강릉시 경포로 355-35(저동),,2
강릉시,닻별 펜션,민박,강원도 강릉시 해안로604번길 11(안현동),,2
강릉시,포이푸,민박,강원도 강릉시 사천면 진리해변길 117,,3
강릉시,해찬솔 펜션,민박,강원도 강릉시 사천면 손맞이길 89,,2
강릉시,전망대 민박,민박,강원도 강릉시 사천면 해안로 1026-31,,5
강릉시,올래펜션,민박,강원도 강릉시 저동골길 5-1(저동),,7
강릉시,더휴,민박,"강원도 강릉시 안현로 85-1, 가동(안현동)",,3
강릉시,썬펜션,민박,"강원도 강릉시 안현로 85-3, 나동(안현동)",,3
강릉시,푸른펜션,민박,"강원도 강릉시 안현로 85-5, 다동(안현동)",,2
강릉시,캐브펜션,민박,강원도 강릉시 성산면 양지말길 149,,5
강릉시,경포파인,민박,강원도 강릉시 하남길 339 (안현동),,8
강릉시,그랜드민박,민박,강원도 강릉시 연곡면 해안로 1463,,5
강릉시,"그리다, 쉼",민박,강원도 강릉시 강동면 정동3길 40-12,,2
강릉시,경포어울림펜션,민박,"강원도 강릉시 하남길 223-14,A동(안현동)",,3
강릉시,경포스타펜션,민박,"강원도 강릉시 하남길 223-14,B동(안현동)",,1
강릉시,경포오션힐,민박,"강원도 강릉시 해안로 651-9,제2동(안현동)",,3
강릉시,아람,민박,강원도 강릉시 저동골길 126-10(저동),,4
강릉시,갤러리 수락,민박,강원도 강릉시 성산면 삼왕길 248,,2
강릉시,영진리프레시 펜션,민박,강원도 강릉시 연곡면 영진길 30,,2
강릉시,나무와소품 펜션,민박,"강원도 강릉시 사천면 이설당2길 108-3, 가동",,2
양양군,새솔민박,민박,강원도 양양군 서면 용소길 246-4,,1
양양군,양양씨엔벨리,민박,강원도 양양군 서면 북평2길 1-25,,6
양양군,연어의 추억,민박,강원도 양양군 손양면 연어길 132,,1
양양군,연어마을,민박,강원도 양양군 손양면 송평길129번길 6-24,,7
양양군,숲속에 일출좋은 펜션,민박,강원도 양양군 손양면 동명로 220,,4
양양군,동해사랑,민박,강원도 양양군 손양면 선사유적로 459,,3
양양군,솔향기,민박,강원도 양양군 손양면 선사유적로 255,,4
양양군,바다여행,민박,강원도 양양군 손양면 선사유적로 316-60,,5
양양군,바다향기,민박,강원도 양양군 손양면 선사유적로 316-14,,8
고성군,바다이야기,민박,강원도 고성군 토성면 토성로76,,1
고성군,눈꽃마을팬션민박,민박,강원도 고성군 간성읍 흘리길15-6,,4
고성군,진부령민박,민박,강원도 고성군 간성읍 진부령로633,,1
고성군,해맞이민박,민박,강원도 고성군 거진읍 거탄진로72번길20,,1
동해시,에덴펜션,민박,강원도 동해시 터일길 135 (망상동),,6
평창군,그린밸리,펜션,강원도 평창군 봉평면 보래령로542-3,,3
평창군,별빛동화 펜션,펜션,강원도 평창군 진부면 지령동길180,,2
평창군,아리아 펜션,펜션,강원도 평창군 봉평면 안흥동길80,,5
평창군,유토피아,펜션,강원도 평창군 평창읍 안정말길23-6,,3
평창군,퀘렌시아펜션,펜션,강원도 평창군 봉평면 금당계곡로1755-38,,5
평창군,비올라 펜션,펜션,강원도 평창군 대관령면 수하1길47,,2
평창군,두뫼원,펜션,강원도 평창군 진부면 가리골길160,,2
양구군,로하스,민박,강원도 양구군 양구읍 성곡로 512,,1
양구군,그린펜션,민박,강원도 양구군 양구읍 소양호로 1938,,1
양구군,해달별펜션,민박,강원도 양구군 양구읍 비봉로 105,,3
양구군,전원민박,민박,강원도 양구군 남면 황강길 193번길 18,,2
양구군,좋은아침,민박,강원도 양구군 방산면 평화로 4818번길 52-58,,1
양구군,강낭골집,민박,강원도 양구군 방산면 남밭길 55-30,,2
양구군,강가황토펜션,민박,강원도 양구군 양구읍 성곡로 847번길 196,,2
양구군,가을풍경,민박,강원도 양구군 양구읍 파로호로 542-34,,3
양구군,한새골민박,민박,강원도 양구군 양구읍 학안로 212,,2
양구군,들꽃펜션,민박,강원도 양구군 동면 바랑길 140번길 90-10,,1
양구군,웰컴투오미골,민박,강원도 양구군 방산면 남밭길 161-102,,5
양구군,가든펜션,민박,강원도 양구군 남면 정중앙로 37,,6
양구군,다모아민박,민박,강원도 양구군 동면 금강산로 956번길 242,,4
양구군,양구펜션민박,민박,강원도 양구군 양구읍 함춘로 34,,2
양구군,황토고을펜션,민박,강원도 양구군 남면 황강길 121,,2
양구군,블루베리펜션,민박,강원도 양구군 방산면 상무룡로 76,,4
양구군,엄마네펜션,민박,강원도 양구군 양구읍 비봉로 80-10,,4
양구군,산채로펜션,민박,강원도 양구군 양구읍 박수근로 285-27,,2
양구군,월명펜션,민박,강원도 양구군 양구읍 간척월명로 1715,,3
양구군,양구안젤라펜션,민박,강원도 양구군 양구읍 파로호로 546,,4
양구군,장막골민박,민박,강원도 양구군 남면 관대두무로 1805,,2
양구군,대암산펜션,민박,강원도 양구군 동면 숨골로 650,,2
양구군,거멍바우펜션,민박,강원도 양구군 남면 봉화산로 352번길 28,,3
양구군,르씨엘펜션,민박,강원도 양구군 방산면 남밭길 150번길 58,,3
양구군,고향의봄펜션,민박,강원도 양구군 동면 금강산로 1775-75,,2
양구군,양구콩세알펜션,민박,강원도 양구군 양구읍 양록길23번길 5-5,,4
양구군,도솔산펜션,민박,강원도 양구군 동면 숨골로 886-34,,1
양구군,상록수펜션,민박,강원도 양구군 양구읍 금강산로 956번길 84-32,,4
양구군,꿈꾸는별펜션,민박,강원도 양구군 방산면 남밭길 150번길 53-7,,2
양구군,산마늘펜션,민박,강원도 양구군 방산면 남밭길 196,,3
양구군,이삭펜션,민박,강원도 양구군 양구읍 박수근로 365-28,,5
양구군,고운향기펜션,민박,강원도 양구군 방산면 성곡로 1562-12,,2
양구군,사랑방펜션,민박,강원도 양구군 방산면 성곡로 1562-8,,2
양구군,산골민박,민박,강원도 양구군 방산면 평화로 4434,,2
양구군,대암펜션,민박,강원도 양구군 양구읍 양록길70,,3
양구군,라빌레트,민박,강원도 양구군 방산면 남밭길150번길23-14,,3
양구군,한반도 민박,민박,강원도 양구군 양구읍 파로호로 537-48,,3
양구군,양촌민박,민박,강원도 양구군 양구읍 양록길 23번길16-4,,3
양구군,강변펜션,민박,강원도 양구군 양구읍 양록길23번길5-15,,5
양구군,반디모아,민박,강원도 양구군 양구읍 중심로46번길68-16,,4
양구군,미르피아 펜션,민박,강원도 양구군 양구읍 택지길 88-8,,4
양구군,고원펜션,민박,강원도 양구군 양구읍 양록길23번길12-11,,4
양구군,히든하임펜션,민박,강원도 양구군 동면 바랑길158번길65-19,,5
양구군,펜션재온,민박,강원도 양구군 양구읍 박수근로285번길37-63,,5
양구군,삼청농원민박,민박,강원도 양구군 남면 삼팔선로205번길348-21,,1
양구군,단풍나무펜션,민박,강원도 양구군 동면 약수터길 90-5,,2
양구군,챔피언하우스,민박,강원도 양구군 양구읍 양록길 23번길16-5,,5
양구군,콩각시 농원,민박,강원도 양구군 양구읍 간척월명로1520-39,,1
양구군,사명산 힐링민박,민박,강원도 양구군 양구읍 웅진소양길 146-7,,2
양구군,양구조은펜션,민박,강원도 양구군 양구읍 박수근로365번길58,,3
양구군,태금하우스,민박,강원도 양구군 양구읍 중앙길35,,3
양구군,두메산골펜션,민박,강원도 양구군 방산면 소풍정길236번길17,,3
고성군,경기민박,민박,강원도 고성군 죽왕면 자작도선사1길19-5,,3
고성군,자작도비치하우스,민박,강원도 고성군 죽왕면 자작도선사길72,,3
고성군,스쿠버민박,민박,강원도 고성군 토성면 아야진해변길17,,3
고성군,천진민박,민박,강원도 고성군 토성면 천진5길5,,2
고성군,여가의뜰,민박,강원도 고성군 간성읍 중두골길 59,,1
고성군,솔밭민박,민박,강원도 고성군 현내면 금강산로 142,,3
고성군,까사델아야,펜션,강원도 고성군 토성면 아야진해변길 19,,6
고성군,봉포민박,민박,강원도 고성군 토성면 토성로58-1,,1
고성군,가마골민박,민박,강원도 고성군 토성면 봉포4길22-12,,4
고성군,해성민박,민박,강원도 고성군 토성면 봉포2길24,,2
강릉시,사계절펜션,민박,강원도 강릉시 난설헌로78번길 42-20(포남동),,2
강릉시,시크릿펜션,민박,강원도 강릉시 사천면 중앙서로 484-89,,3
강릉시,하얀우드펜션,민박,강원도 강릉시 저동골길 126-4(가동)(저동),,5
강릉시,한눈에 바다,민박,강원도 강릉시 사천면 진리해변길 93,,6
강릉시,펜션 아날로그,민박,강원도 강릉시 저동골길 40-8(가동)(저동),,3
강릉시,W-1,민박,강원도 강릉시 해안로 689-8(안현동),,5
강릉시,W-2,민박,강원도 강릉시 해안로 689-10(안현동),,5
강릉시,강릉게스트하우스명가네,민박,강원도 강릉시 창해로 364 (강문동),,4
강릉시,바다와 해돋이민박,민박,강원도 강릉시 강동면 정동역길 60,,5
원주시,치악꽃밭머리펜션,펜션,강원도 원주시 소초면 칠송윗길 101-9,,3
동해시,추암행복펜션,펜션,강원도 동해시 추암택지길 60 (추암동),,5
동해시,추암 일번지 펜션,펜션,강원도 동해시 추암택지길 58 (추암동),,4
동해시,블루비치 펜션,펜션,강원도 동해시 일출로 305 (어달동),,10
동해시,무릉계곡 펜션,펜션,강원도 동해시 삼화로 294-1 (삼화동),,5
동해시,정동펜션,펜션,강원도 동해시 일출로 301 (어달동),,8
고성군,진부리민박,민박,강원도 고성군 간성읍 진부령로1212-10,,2
고성군,재일펜션 민박,민박,강원도 고성군 현내면 금강산로112-8,,4
평창군,계방산펜션,펜션,강원도 평창군 용평면 지옆골길 42-2,,3
평창군,솔밭민박,민박,강원도 평창군 미탄면 청옥산길 211,,1
평창군,평창강펜션,펜션,강원도 평창군 평창읍 매화길 189-11,,1
평창군,한솔펜션,펜션,강원도 평창군 봉평면 흥정계곡1길 43,,1
평창군,칸델라 모던 펜션,펜션,강원도 평창군 봉평면 석이바우길 92-27,,4
평창군,평창펜션마을,펜션,강원도 평창군 대관령면 원복길 458-70,,4
평창군,도로시펜션,펜션,강원도 평창군 대관령면 솔봉로 157-6,,5
평창군,소나무펜션,펜션,강원도 평창군 대관령면 꽃밭양지길 48-41,,2
평창군,대관령로뎀나무,펜션,강원도 평창군 대관령면 올림픽로 1012,,3
평창군,게스트하우스갤러리,펜션,강원도 평창군 진부면 사남산길 42,,2
평창군,국가대표펜션,펜션,강원도 평창군 대관령면 큰터길 100,,4
평창군,평창 하늘 펜션,펜션,강원도 평창군 봉평면 흥정계곡길 33,,1
평창군,산촌편지,펜션,강원도 평창군 봉평면 수림대길 109-17,,1
평창군,할로우힐,펜션,강원도 평창군 용평면 금당길 641-5,,5
평창군,돈막골게스트하우스,펜션,강원도 평창군 평창읍 고길천로 200-15,,1
평창군,재즈하우스,펜션,강원도 평창군 진부면 아차골길 80,,1
평창군,흥정원룸,민박,강원도 평창군 봉평면 흥정계곡길 120,,4
평창군,평창알엠센터,펜션,강원도 평창군 방림면 여우재길 307-3,,1
평창군,메이힐,펜션,강원도 평창군 봉평면 북길동길 296,,3
평창군,43번가 게스트하우스,펜션,강원도 평창군 대관령면 오목길 43-54,,3
평창군,눈꽃향기,펜션,강원도 평창군 방림면 고원로 76-30,,5
평창군,대관령 용평 700힐,펜션,강원도 평창군 대관령면 가시머리길 36-20,,3
평창군,대관령 700양떼펜션,펜션,강원도 평창군 대관령면 가시머리길 36-18,,2
양구군,가가호호펜션,민박,강원도 양구군 동면 금강산로 1775-73,,1
양구군,둘레길민박,민박,강원도 양구군 해안면 펀치볼로 1316번길 14,,2
양구군,소풍,민박,강원도 양구군 양구읍 파로호로660,,8
양구군,보배민박,민박,강원도 양구군 방산면 남밭길219-12,,1
양구군,사계절민박,민박,강원도 양구군 방산면 평화로5438,,2
양구군,소진민박,민박,강원도 양구군 방산면 성곡로1582,,2
양구군,태광민박,민박,강원도 양구군 양구읍 금송로32,,1
양구군,산천펜션민박,민박,강원도 양구군 방산면 평화로5418,,3
양구군,ZAZA펜션민박,민박,강원도 양구군 양구읍 박수근로313번길66-5,,1
양구군,포레스트펜션민박,민박,강원도 양구군 남면 정중앙로 39,,6
양구군,하늘맑은집펜션,민박,강원도 양구군 남면 광치령로1794번길 89,,1
양구군,산들바람힐펜션민박,민박,강원도 양구군 방산면 남밭길 109,,1
양구군,양구 민들레 펜션민박,민박,강원도 양구군 양구읍 파로호로 937-27,,5
양구군,스케치 펜션민박,민박,강원도 양구군 동면 숨골로 310번길 112,,3
양구군,공리 꿈에그린 펜션민박,민박,강원도 양구군 양구읍 춘양로 2545번길 49-37 나동,,2
양구군,원두막 민박,민박,강원도 양구군 남면 정중앙로 260,,4
양구군,굿모닝 양구펜션민박,민박,강원도 양구군 양구읍 비봉로 99-4,,4
양구군,송현펜션민박,민박,강원도 양구군 방산면 소풍정길234번길 2,,2
양구군,사명산 민박,민박,강원도 양구군 양구읍 소양웅진길 193-21,,1
춘천시,에스에스엠티,민박,강원도 춘천시 남산면 북한강변길 958,,2
양구군,바우펜션,민박,강원도 양구군 동면 바랑길 140번길 114-9,,2
양구군,산여울,민박,강원도 양구군 동면 숨골로 886-3,,1
양구군,가야민박,민박,강원도 양구군 양구읍 택지길 74-11,,3
양구군,양지꽃펜션,민박,강원도 양구군 동면 바랑길140번길 114-11,,1
양구군,해와달펜션,민박,강원도 양구군 양구읍 비봉로 105,,5
양구군,산골나그네펜션,민박,강원도 양구군 방산면 남밭길150번길 69,,1
양구군,별이동동민박,민박,강원도 양구군 남면 정중앙로 199,,4
양구군,소원펜션,민박,강원도 양구군 양구읍 사명길 84-6,,2
양구군,늘솔펜션,민박,강원도 양구군 동면 숨골로310번길 54-21,,2
양구군,소담,민박,강원도 양구군 양구읍 양록길 23번길 6-6,,5
양구군,가가애민박,민박,강원도 양구군 양구읍 파로호로 691,,5
양구군,초이민박,민박,강원도 양구군 양구읍 간척월명로1977-10,,2
양구군,양지말펜션,민박,강원도 양구군 양구읍 박수근로421번길 8,,2
양구군,딴봉힐링하우스,민박,강원도 양구군 남면 춘양로 2650번길 27-5,,1
양구군,연화,민박,강원도 양구군 방산면 평화로 4951-120,,1
양구군,미소펜션,민박,강원도 양구군 양구읍 양록길 23번길 16-14,,7
양구군,창리낚시터민박,민박,강원도 양구군 남면 정중앙로 388-24,,1
양구군,그로아펜션,민박,강원도 양구군 동면 펀치볼로 306,,2
양구군,그라시아펜션,민박,강원도 양구군 양구읍 박수근로 365번길 20-20,,5
양구군,양구 청수골민박,민박,강원도 양구군 방산면 평화로 6128,,1
양구군,닛시펜션,민박,강원도 양구군 양구읍 택지길 106-22,,5
양구군,나비야,민박,강원도 양구군 양구읍 성곡로 208-4,,6
양구군,가오작리펜션,민박,강원도 양구군 남면 남동로 178-37,,3
양구군,한나펜션,민박,강원도 양구군 양구읍 박수근로 213번길 31-29,,3
양구군,가람말펜션,민박,강원도 양구군 양구읍 박수근로365번길 24,,2
양구군,웅진민박,민박,강원도 양구군 양구읍 소양호로 1827,,2
양구군,마루펜션,민박,강원도 양구군 양구읍 양록길23번길 12-1,,4
양구군,산마루펜션,민박,강원도 양구군 양구읍 파로호로870번길 23-41,,5
양구군,가나안이레동산펜션,민박,강원도 양구군 양구읍 파로호로 898-13,,4
양구군,아지네집펜션,민박,강원도 양구군 양구읍 파로호로 691-1,,1
양구군,각설탕펜션,민박,강원도 양구군 양구읍 택지길 74-13,,4
양구군,하나펜션,민박,강원도 양구군 양구읍 양록길23번길 6-6,,5
양양군,스위트펜션,민박,강원도 양양군 양양읍 남대천로 70,,1
양양군,미리내펜션,민박,강원도 양양군 손양면 선사유적로 244,,5
양양군,발렌타인,민박,강원도 양양군 손양면 남대천로 251-117,,6
양양군,스텝바이스텝,민박,강원도 양양군 손양면 상운길72번길 39,,1
양양군,맑은터펜션,민박,강원도 양양군 손양면 문화마을길 2,,7
양양군,해든마을,민박,강원도 양양군 손양면 무내미길 13-24,,3
양양군,쁘띠,민박,강원도 양양군 손양면 선사유적로 57,,1
양양군,어부민박,민박,강원도 양양군 손양면 오산길 16-34,,3
양양군,연꽃민박,민박,강원도 양양군 손양면 손중로 225-75,,1
양양군,춘금이네,민박,강원도 양양군 양양읍 양양로 78-7,,3
양양군,블루아라,민박,강원도 양양군 양양읍 남대천로 54-16,,7
양양군,일마레펜션,민박,강원도 양양군 양양읍 남대천로 54-14,,6
춘천시,이야기은행책,민박,강원도 춘천시 서면 박사로 851-1,,3
철원군,솔나리민박,민박,강원도 철원군 김화읍 외골길 50,,2
철원군,비나리펜션,민박,강원도 철원군 철원읍 금학로 433번길 29,,3
철원군,누에민박,민박,강원도 철원군 근남면 하오재로 947,,3
철원군,황토민박,민박,강원도 철원군 동송읍 양지1길 12,,1
철원군,마로니에,민박,강원도 철원군 갈말읍 순담길 301,,6
철원군,우리민박,민박,강원도 철원군 서면 금강로 7543,,2
철원군,영진펜션,민박,강원도 철원군 서면 석현동길 24,,2
철원군,고석정노란민박,민박,강원도 철원군 동송읍 창동로 2193,,6
철원군,은빛여울,민박,강원도 철원군 동송읍 한탄강길 236-1,,7
철원군,혜성,민박,강원도 철원군 동송읍 한탄강길 117,,5
철원군,언덕위의 하얀집,민박,강원도 철원군 갈말읍 동온동2길 285,,4
철원군,하늘숲민박,민박,강원도 철원군 근남면 샛말1길 143,,2
철원군,훈이네민박,민박,강원도 철원군 근남면 대성로 85,,4
철원군,미르,민박,강원도 철원군 갈말읍 순담길 314,,6
철원군,나드리민박,민박,강원도 철원군 갈말읍 갈말로 72,,5
철원군,사람사는세상,민박,강원도 철원군 동송읍 태봉로 1799-15,,6
양양군,로뎀하우스,민박,강원도 양양군 서면 관대문길 6,,4
양양군,로젤리아펜션,민박,강원도 양양군 서면 설악로 1323-21,,6
양양군,송이민박,민박,강원도 양양군 설악로 1189,,4
고성군,하얀파도민박,민박,강원도 고성군 토성면 광포길51,,4
고성군,지젤팬션,민박,강원도 고성군 토성면 봉포4길5-1,,4
고성군,친구민박,민박,강원도 고성군 죽왕면 천학정길61,,3
고성군,대명민박,민박,강원도 고성군 토성면 아야진해변길10-1,,1
춘천시,텃골황토민박,민박,강원도 춘천시 남면 박암관천길 21,,5
춘천시,루이,민박,강원도 춘천시 남산면 노일길 40-24,,4
춘천시,강촌테마랜드,민박,강원도 춘천시 남산면 오양골길 134,,2
춘천시,ST320,민박,강원도 춘천시 남산면 서천길 131,,4
춘천시,봉화산민박,민박,강원도 춘천시 남산면 강촌구곡1길 75,,3
춘천시,언덕민박,민박,강원도 춘천시 남산면 강촌구곡길 29,,6
춘천시,서로하우스,민박,강원도 춘천시 서면 경춘로 700 가동,,1
춘천시,서로빌라엠,민박,강원도 춘천시 서면 경춘로 700 나동,,1
춘천시,세그루 게스트하우스,민박,강원도 춘천시 서면 금산2길 22-3,,4
춘천시,박사스테이,민박,강원도 춘천시 서면 수정2길 9,,1
춘천시,책읽는지하철,민박,강원도 춘천시 신동면 금병의숙길 22,,3
춘천시,세인트로렌스,민박,강원도 춘천시 남산면 북한강변길 402,,5
춘천시,강촌스카이밸리,민박,강원도 춘천시 남산면 서백길 739,,5
춘천시,산타마리,민박,강원도 춘천시 남산면 서백길 362-107,,1
춘천시,피어라생태감성-불편한오두막,민박,강원도 춘천시 서면 툇골길 378-2,,1
춘천시,춘천에 반하다,민박,강원도 춘천시 서면 신매강변길 299,,2
춘천시,품걸별마당,민박,강원도 춘천시 동면 품걸길 415,,3
춘천시,황토집,민박,강원도 춘천시 남산면 충효로 343,,3
춘천시,애천,민박,강원도 춘천시 남산면 홍천강변길 410,,3
춘천시,오렌지,민박,강원도 춘천시 남산면 보매기1길 61-42,,9
춘천시,일박,민박,강원도 춘천시 사북면 화악지암길 136,,4
춘천시,파스텔A,민박,강원도 춘천시 신북읍 신샘밭로 700,,3
춘천시,파스텔B,민박,강원도 춘천시 신북읍 신샘밭로 700-1,,3
춘천시,남이섬 굴봉산,민박,강원도 춘천시 남산면 서백길 456,,1
춘천시,비다펠리스,민박,강원도 춘천시 남산면 서백길 701,,6
춘천시,산울림,민박,강원도 춘천시 남산면 노일길 40-8,,7
춘천시,강촌벨리앙,민박,강원도 춘천시 남산면 보매기1길 61-12,,7
춘천시,숲속에 황토,민박,강원도 춘천시 남산면 서백2길 31,,4
춘천시,돌집2,민박,강원도 춘천시 남면 한덕발산길 16-7,,3
춘천시,돌집,민박,강원도 춘천시 남면 한덕발산길 20-1,,5
춘천시,파인뷰,민박,강원도 춘천시 동면 금옥길 471-10,,2
춘천시,남양민박,민박,강원도 춘천시 사북면 화악지암길 126,,4
춘천시,A.D 467,민박,강원도 춘천시 남산면 햇골길 13-19,,4
춘천시,리버풀,민박,강원도 춘천시 남산면 북한강변길 46-5,,2
춘천시,삼악산민박,민박,강원도 춘천시 서면 덕두원길 118-16,,1
춘천시,캠프와이,민박,강원도 춘천시 남산면 서백길 496-21,,6
춘천시,레가토,민박,강원도 춘천시 남면 한덕발산길 49-15,,6
춘천시,사랑채민박,민박,강원도 춘천시 남산면 서백길 122,,1
춘천시,쏠리오,민박,강원도 춘천시 남산면 서천길 117,,4
춘천시,사계절,민박,강원도 춘천시 남산면 서백길 454,,1
춘천시,하늘빛,민박,강원도 춘천시 남산면 서백길 362-75,,1
춘천시,리버팜Ⅲ,민박,강원도 춘천시 남산면 북한강변길 46-5,,2
춘천시,우레골민박,민박,강원도 춘천시 사북면 우레골길 104-11,,2
춘천시,몽키레저타운,민박,강원도 춘천시 남면 소주고개로 299,,3
춘천시,낭만지호게스트하우스,민박,강원도 춘천시 서면 툇골길 9,,5
춘천시,엠케이,민박,강원도 춘천시 남면 소주고개로 299,,5
평창군,펜던트 하우스,펜션,강원도 평창군 대관령면 솔봉로 278-43,,1
평창군,버덩빌리지,펜션,강원도 평창군 대관령면 수하로 591-3,,3
평창군,시골여행,펜션,강원도 평창군 봉평면 백운동길8-8,,6
평창군,향촌,펜션,강원도 평창군 봉평면 안흥동길47-73,,3
평창군,청호산장,펜션,강원도 평창군 미탄면 문희길51-40,,1
평창군,풀하우스,펜션,강원도 평창군 봉평면 흥정계곡2길 77,,4
양구군,하늘빛정원,민박,강원도 양구군 동면 숨골로317-5,,3
양구군,이레민박,민박,강원도 양구군 양구읍 파로호로 898-16,,1
양구군,힐링펜션,민박,강원도 양구군 양구읍 양록길23번길12-8,,2
양구군,파로호쉼터,민박,강원도 양구군 양구읍 파로호로 664,,1
양구군,느티나무펜션,민박,강원도 양구군 양구읍 박수근로365번길 42-3,,5
양구군,솔마루펜션,민박,강원도 양구군 양구읍 파로호로 542-36,,3
춘천시,미스타페오,민박,강원도 춘천시 사북면 사여골길 8,,2
양구군,예원게스트하우스펜션,민박,강원도 양구군 양구읍 청춘로 39-75,,1
춘천시,엘리시아,민박,강원도 춘천시 남산면 방하로 470-59,,1
춘천시,강마을하늘,민박,강원도 춘천시 남산면 서천길 41-10,,5
춘천시,물네방아,민박,강원도 춘천시 신북읍 배후령길 73,,4
춘천시,리버투어,민박,강원도 춘천시 남산면 오양골1길 58,,3
춘천시,뜨락B,민박,강원도 춘천시 남산면 풀무골1길 26,,3
춘천시,어게인 11월,민박,강원도 춘천시 사북면 원평길 36,,4
